y/delta,y^+,U,dU/dy,W,P,u'u',v'v',w'w',u'v',u'w',v'w',k,omega_x'omega_x',omega_y'omega_y',omega_z'omega_z',omega_x'omega_y',omega_x'omega_z',omega_y'omega_z',p'p',u'p',v'p',w'p'
0.2998388251611489,848.2208561694018,22.372147708273168,0.01656546726304516,0.001867873448139454,-1.210077109928114,6.810175937626324,1.210077109928114,2.165095092466487,-0.9838337154764,0.006913408445563805,-9.219841093521302e-05,5.092674070010463,0.005470399829393976,0.004726538273549287,0.004750714322824467,0.00153730094466681,1.004612801042492e-07,-9.746633019876605e-08,7.740357181187552,0.4801912016292051,-0.1992660986984665,-0.001338873227231936
0.2908921861133312,852.7177498091532,22.4477437080845,0.01705962029473508,0.001859733036728473,-1.212523719898311,6.805371601891608,1.212523719898311,2.183645375295036,-0.9833284705603784,0.006963915821257574,-9.291188609147666e-05,5.100770348542477,0.005666880567197309,0.004888785032589175,0.004912253928229303,0.001608247700337123,1.164376164597622e-08,-8.380863594623778e-09,7.846913985616189,0.489194814184108,-0.2018394503299145,-0.001351404842419604
0.2820584246120368,857.157907246816,22.52461622306673,0.01757039271488772,0.001844066637162907,-1.214932583999504,6.800107643821174,1.214932583999504,2.202313780216945,-0.9828038322523894,0.007039317564839802,-9.483922738881218e-05,5.10867700401881,0.005873918998678367,0.005059346250549508,0.005082523336952823,0.001683273934124291,-1.902922531097605e-08,5.232481037312599e-08,7.955137169561842,0.4983444591160223,-0.2043550632821914,-0.001348147508259781
0.2733389468374053,861.5406216870792,22.60277092648638,0.01809871141580426,0.001823752710580492,-1.217284310212883,6.794461810420731,1.217284310212883,2.221103023046797,-0.9822601009737943,0.0071363002626725,-9.782161814830088e-05,5.116424571840206,0.006092374746144411,0.005238774923944189,0.005261774223261646,0.001762719570231591,3.9712140169607155e-10,8.743015762233253e-08,8.065066780010953,0.507690456101456,-0.2068013835144206,-0.001317533684724898
0.2647351407776085,865.8651954785514,22.68221313039604,0.01864572298422961,0.001803102595299034,-1.219558147738748,6.788544064820668,1.219558147738748,2.240008592583053,-0.9816975566563017,0.007244122290300591,-0.0001008099391608946,5.124055402571235,0.006322889670721358,0.005427677653823674,0.005450104555064039,0.001846948517743194,1.221909578838978e-07,1.252807290876465e-07,8.17677115369612,0.5172752187444861,-0.2091664516476805,-0.001250989847588432
0.2562483760079066,870.1309402248144,22.762951882775038,0.01921373920798443,0.001785251479193281,-1.221731359227947,6.782480806823957,1.221731359227947,2.258995362001291,-0.9811149447541012,0.007356053666710893,-0.0001033710549567657,5.131603764026597,0.006566854205277587,0.005626621256954075,0.005648448667101656,0.00193632793001611,5.490915687467282e-07,1.565007820712685e-07,8.290352321311584,0.5271501867550428,-0.2114417916381624,-0.001159971232439872
0.2478800034726363,874.3371768940032,22.84500081957775,0.01980457170085758,0.001770208018112567,-1.223775546160916,6.776419469800635,1.223775546160916,2.278032319856234,-0.9805110851668012,0.00745456846435652,-0.0001057550085953328,5.139113667908892,0.006825421756720903,0.005836272228390362,0.005858022471883478,0.002031232082074291,6.873547809165018e-07,1.642681854863498e-07,8.405878568495114,0.5373712909294096,-0.213617617871262,-0.001060234074860241
0.2396313552701632,878.4832359268972,22.92837519852786,0.02041975338525144,0.001757378694599893,-1.225655128803839,6.770538234368951,1.225655128803839,2.297117104147648,-0.9798814055221444,0.00752734224625439,-0.0001083428032029834,5.146655233660219,0.007098999719690645,0.006057424781927723,0.006079221763900535,0.00213210356959804,6.324331162382103e-07,1.763524984782793e-07,8.523344538341721,0.5479630576778759,-0.2156768227664445,-0.0009431561456925272
0.2315037444408364,882.5684573435017,23.01309228933322,0.02106137232261495,0.001747510893833126,-1.22733163046842,6.765010865651274,1.22733163046842,2.316250262211037,-0.9792244871161278,0.007575747544188757,-0.0001105546211422135,5.154296379165365,0.007388430963712857,0.00629089510458514,0.006312829835337781,0.002239450617389938,5.492777087701424e-07,1.772828280754896e-07,8.642757827876563,0.5589312666631501,-0.2176011478353828,-0.0008067190468377645
0.2234984647579742,886.5921908481048,23.09917355531134,0.0217322646060041,0.001740552233037623,-1.228765322439124,6.760015607449453,1.228765322439124,2.335419275814275,-0.9785388155060042,0.007604729275807869,-0.0001115290064922802,5.162100102851426,0.007695492553712677,0.006537579352375923,0.006559827164154778,0.002353805193403929,4.566441855382709e-07,1.840081962416817e-07,8.764158709410681,0.57029771864098,-0.2193760199902877,-0.0006597839396763717
0.2156167905219186,890.5537959327935,23.186646823108408,0.02243582497647812,0.001733840325134731,-1.229912222135916,6.755756895120547,1.229912222135916,2.354611780329588,-0.9778213984201573,0.007618213467881093,-0.0001128386636484938,5.170140448793026,0.008021716358194292,0.006798541341216189,0.006821654489210079,0.002475790187721661,3.81902252041185e-07,2.276942403687758e-07,8.887597341440125,0.5820902784391355,-0.2209860474666948,-0.0005033153301445536
0.2078599763571893,894.4526419794119,23.275545902241888,0.02317510162122432,0.001726529141958241,-1.230721338393504,6.752478066546012,1.230721338393504,2.373802824411852,-0.977070897669591,0.0076229512578873,-0.0001144583907330761,5.178501114675684,0.008368532047505959,0.007074982627439086,0.007099493057518109,0.00260604120482534,3.775191414880893e-07,2.695647262255748e-07,9.013162205381422,0.5943306589636196,-0.2224127215889239,-0.0003363902172149542
0.2002292570127688,898.2881083599431,23.36590787521698,0.02395295722206411,0.00172094910068846,-1.231135206432051,6.750466080620198,1.231135206432051,2.392954139363615,-0.976284881830691,0.007626603690640207,-0.0001150356474266413,5.187277713207932,0.008737464777097227,0.007368222427141202,0.007393984135750162,0.002745225968486812,4.306913144121003e-07,2.674945788212956e-07,9.140953507279146,0.6070501193703292,-0.223639531671881,-0.0001670264229632906
0.1927258471655524,902.0595845353037,23.457775600319938,0.02477424783234594,0.001717902285919137,-1.23109019338501,6.750026066736598,1.23109019338501,2.412020949771228,-0.9754567548684134,0.007645582879765924,-0.0001160443027115027,5.196568604946418,0.009130095764428676,0.007679663875341224,0.007706884851485266,0.002893999584681822,5.42612287750443e-07,2.168436825535976e-07,9.27103649120655,0.6202785515137634,-0.2246463763410307,-9.909197995662356e-06
0.1853509412269928,905.7664701525302,23.55120372472965,0.02564482224985505,0.001717721433858327,-1.230513219386515,6.7514808428794,1.230513219386515,2.430935022695013,-0.9745790160254726,0.007692918238097774,-0.0001187431688256788,5.206464542480465,0.009548536811050452,0.008010945360377456,0.008040760459673765,0.003053146977803739,6.723591770356558e-07,1.627581918094479e-07,9.40342408166658,0.6340264689885786,-0.2254071456555502,0.0001053193675173096
0.1781057131529707,909.4081751403452,23.646256932871278,0.02657022990084138,0.001719919387159038,-1.229319496484711,6.755220045088047,1.229319496484711,2.449604788368939,-0.9736461417929928,0.00775836740852913,-0.0001205746910451486,5.217072164970848,0.009995469459979488,0.008364012647573174,0.008397496613744173,0.003223570641489346,8.945812824314406e-07,1.602819773725523e-07,9.538076441898896,0.6482754090400374,-0.2258974136213766,0.0001579877944527908
0.1709913162569218,912.9841198030857,23.743011674692628,0.02755824369300381,0.001721507416654132,-1.227411423789613,6.761698816031858,1.227411423789613,2.467949814699881,-0.9726505112894788,0.007817557667727437,-0.0001202823538705769,5.228530027260677,0.01047294585509462,0.008741012284956077,0.008779239675509566,0.003406163594050512,1.038546346043725e-06,1.880806211181726e-07,9.67489799630398,0.6629945295400622,-0.2260949408467105,0.0001597727974835664
0.1640088830262488,916.4937349129812,23.841562075046618,0.02861808940280192,0.001719887117960928,-1.224679570462212,6.771419511625615,1.224679570462212,2.485893925165434,-0.9715839826865864,0.007856883881074403,-0.0001195200750488193,5.240996503626631,0.01098279104643623,0.009144453035662492,0.009188663083052835,0.003601832848845148,1.095094236554189e-06,1.802108505212979e-07,9.813739134520487,0.6781352760099445,-0.2259749033013866,0.0001246435768272357
0.1571595249420504,919.9364618007642,23.942020337291936,0.029760045930506,0.001715359175478757,-1.221004553056243,6.784915894598329,1.221004553056243,2.503337089873768,-0.9704358660483624,0.007874559706687483,-0.00011731057899234,5.25462876876417,0.0115271093360059,0.009577229249981748,0.009629073783064893,0.00381149149671622,1.098924965664158e-06,1.747899695926398e-07,9.954405827713734,0.6936247295184964,-0.2255125067458636,7.117045564214048e-05
0.1504443323021919,923.3117524446011,24.04452207636215,0.03099794263966194,0.001708883998442374,-1.216254299330004,6.802764081316493,1.216254299330004,2.520145764949643,-0.9691905108053556,0.007872794732144767,-0.000112284335321563,5.26958207279807,0.01210855343662364,0.01004255149354828,0.01010528013562571,0.004036121624873969,7.685600395055856e-07,1.438996789235879e-07,10.0966148310647,0.7093817803633392,-0.2246867422872708,1.496714767464745e-05
0.1438643740477492,926.6190695573274,24.14923376858573,0.03234808600478474,0.001699601319678819,-1.210279585185046,6.82561401117547,1.210279585185046,2.536170867596804,-0.9678306826654648,0.007860289919173457,-0.0001062631722170578,5.28603223197866,0.01272976033247938,0.01054417172230772,0.01062196509895635,0.0042767736918726,5.499967640580998e-07,1.169086320234177e-07,10.23997011566518,0.7253080871500618,-0.2234813187219492,-3.340074659289621e-05
0.1374206975928525,929.8578866719744,24.25635547811897,0.03382957326073593,0.001686243244708045,-1.202915174914684,6.854205009831793,1.202915174914684,2.551261481723417,-0.9663369898975254,0.007839398408296028,-0.0001001114730929128,5.304190833234947,0.0133931540878676,0.01108635186825867,0.01118374749486012,0.00453462075953555,4.977897704451669e-07,1.773913638611181e-07,10.38398884954169,0.7412644184403587,-0.2218839856139632,-6.486988951031888e-05
0.1311143286579557,933.0276882255735,24.36612908749359,0.03546674812841815,0.001668836350866109,-1.193981809732555,6.889363412434304,1.193981809732555,2.565250836838339,-0.9646849770523104,0.00781527405986376,-9.457749376205872e-05,5.324298029502599,0.01410088320513003,0.01167386851455484,0.01179791653537983,0.004810780889339337,4.650715078417814e-07,3.592387606092151e-07,10.52807932242652,0.7570679465278607,-0.2198889422017198,-7.53721341220699e-05
0.1249462711065602,936.1279696412249,24.47884733994754,0.03728825827531224,0.001648145224179465,-1.183285680744737,6.932013976174673,1.183285680744737,2.577960382657912,-0.9628477314687364,0.007803773573694456,-9.052594159687468e-05,5.346630019788661,0.01485540038281308,0.01231213435730972,0.01247189136208547,0.005106351073739447,5.462059485124603e-07,6.310074773154084e-07,10.67146227305656,0.7725028352448772,-0.2174956451693012,-5.734211190525249e-05
0.1189175067854171,939.1582374084176,24.594859096384496,0.03932780147459213,0.001624316168013258,-1.170619047233963,6.983148743845729,1.170619047233963,2.589209246364709,-0.9607936155663545,0.007817174977550325,-8.920155935684936e-05,5.371488518722201,0.01565791878349458,0.01300714730223419,0.01321420971717815,0.005422408528036567,3.886459832944404e-07,9.340899120674398e-07,10.81317107985225,0.7873151338527239,-0.2147071182042376,-1.027688632806136e-06
0.1130289953682343,942.1180091615869,24.714579436294247,0.04162694402555227,0.001597873937176037,-1.155763944923185,7.043807871208227,1.155763944923185,2.598779297333475,-0.9584815413669864,0.007856846556209739,-9.079533022408937e-05,5.399175556732444,0.01650924352173165,0.01376546898609122,0.01403485786223953,0.005759973340792289,4.5760680818311694e-08,1.204457438914373e-06,10.9520726492169,0.8012199424036003,-0.211535743175467,8.855443352416998e-05
0.1072816742029136,945.0068137568995,24.83850467920633,0.04423753577192165,0.001568860775698281,-1.138497216815896,7.115077467777153,1.138497216815896,2.606411467389916,-0.955858122146115,0.007912340163675202,-9.489192171339778e-05,5.429993075991483,0.01741047169149451,0.01459423224753551,0.01494567242324756,0.00611983615494792,-7.218710715087393e-08,1.392989410507341e-06,11.08689317286223,0.8138923690752153,-0.2080098350977783,0.0001945700014968812
0.1016764581623409,947.8241913472508,24.96723039243642,0.04722344081177654,0.001537780988248977,-1.118591703817689,7.198062231661488,1.118591703817689,2.6118338096933,-0.952859614377662,0.007966093700962759,-0.0001014643767809278,5.464243872586239,0.01836172612783841,0.01550107296925452,0.01596106700602311,0.006502729545046135,-9.599269485964604e-08,1.533302819011241e-06,11.21618439026382,0.8249702582459136,-0.204174296522062,0.000311636383836503
0.09621423949875518,950.5696934554645,25.101467641771038,0.05066098184303419,0.001506611386262919,-1.095819173668858,7.29387134635803,1.095819173668858,2.61476237772949,-0.9494108301484356,0.008006915306983317,-0.0001087988315714423,5.502226448878188,0.01936158965191953,0.01649386061510616,0.01709591025934389,0.006909282546318814,-1.076251470055586e-07,1.580138286006637e-06,11.3382796331885,0.8340610059884537,-0.2000924651667115,0.0004445812161248205
0.09089588770171653,953.2428830456823,25.242057898519306,0.05464150323435547,0.001477589826365949,-1.069957481797395,7.403582110337435,1.069957481797395,2.614881492410864,-0.9454207241542352,0.00803403416608881,-0.0001151268254475545,5.544210542272847,0.02040770443822428,0.0175802781261327,0.01836587437103635,0.007339892806085533,-3.585750070157867e-08,1.514715088918906e-06,11.45130169918819,0.8407278798680031,-0.1958492646968601,0.000593596241194164
0.08572224935969941,955.843334592933,25.38999340998126,0.05927657757683486,0.001452331463436705,-1.040800653373762,7.528154801153626,1.040800653373762,2.611845484305903,-0.940776885074334,0.008050933502418303,-0.0001200128710857306,5.590400469416645,0.02149618956606285,0.01876738929991898,0.0197886288837924,0.007794547652015752,1.017837474957278e-07,1.395450749175142e-06,11.55321603626928,0.8444950073713464,-0.191551775339982,0.0007628598414946392
0.08069414802533059,958.3706341508674,25.54644329760059,0.06470202057123317,0.001432213806292396,-1.008169792989414,7.668329364345969,1.008169792989414,2.605282798015651,-0.93534381152295,0.0080618282698395,-0.0001234835305833047,5.640890977675517,0.0226209330601224,0.02006102610426129,0.02138373946621824,0.008272825333103992,5.479471348131332e-07,1.287218891305389e-06,11.64185676477063,0.844894105434787,-0.1873281887456666,0.0009465548116125396
0.07581238408429336,960.8243794176526,25.71277870320855,0.07108070962236485,0.001417914559982264,-0.9719237335945138,7.824538000299154,0.9719237335945138,2.59477876554786,-0.9289592316159564,0.008067276565413834,-0.0001247209083108343,5.695620249720764,0.02377405658413529,0.0214651223932629,0.02317177470745493,0.00877387004111237,8.142045775789372e-07,1.24945696899434e-06,11.71495878497604,0.8414836578724137,-0.1833250165963273,0.001120276081490798
0.07107773462792077,963.2041798000105,25.890597015912817,0.07860758578234543,0.001408439850491023,-0.931970568640442,7.996808195215118,0.931970568640442,2.579860318575602,-0.9214290010511644,0.00807106246900747,-0.0001243357967899953,5.754319541215581,0.02494576360980359,0.02298056381796655,0.0251710094561109,0.009296208929054254,1.018372923053629e-06,1.339812938145831e-06,11.77019518665817,0.8338523922493373,-0.1797063193906915,0.001264804415191605
0.06649095332949628,965.5096564753936,26.08174852724972,0.08751632333805372,0.001401831840821874,-0.8882818250580311,8.18458619143563,0.8882818250580311,2.559987038971632,-0.9125195615832208,0.008070525648349086,-0.0001234861783416886,5.816427527732647,0.02612310266737897,0.02460394295263256,0.02739731085201748,0.009837412560739332,1.083473023707304e-06,1.534679954793424e-06,11.80521831818267,0.8216231410527107,-0.1766502802786476,0.001379912626587603
0.06205277032428169,967.7404424522874,26.288365064063626,0.09808686749370686,0.001395729333437186,-0.840909157571744,8.386501147827735,0.840909157571744,2.534539488735931,-0.9019499499144,0.008057190936957304,-0.0001227547006364042,5.880974897067705,0.02729006071742365,0.02632637707531723,0.02986349794622501,0.01039393172873842,8.722237262699997e-07,1.842773494073066e-06,11.81771251337936,0.8044649406842961,-0.1743363689632335,0.001478134064831851
0.05776389209329269,969.8961826286285,26.51289001776852,0.1106545401153523,0.001387703440627764,-0.7900017891048966,8.600095268786117,0.7900017891048966,2.502815021349969,-0.889384031329377,0.008025160367733769,-0.0001218329062400646,5.946456039620491,0.02842777574192706,0.02813202421382511,0.03257862343827987,0.0109606066588104,6.598499660266711e-07,2.266336106311089e-06,11.8054720834798,0.7821273350868078,-0.1729253426109262,0.001571130941218208
0.05362500135083959,971.9765338483307,26.75810806754626,0.1256194145321808,0.001375576278490283,-0.7358234370927231,8.821520223655016,0.7358234370927231,2.464034860615476,-0.8744211195735038,0.007966408931749828,-0.000120130873339855,6.010689260681607,0.02951327329893295,0.02999662250134034,0.03554666977577961,0.01153000011152963,3.074190614495794e-07,2.770515295626947e-06,11.76651294233454,0.7544761315577432,-0.1725352221584689,0.001668055403371586
0.04963675693585101,973.9811649559097,27.027169958009647,0.1434557275378704,0.001358064950542944,-0.6787686492316287,9.045172430967712,0.6787686492316287,2.417357604932223,-0.856586481259659,0.0078749559797519,-0.0001174644795072693,6.070649342565781,0.03051927621685017,0.03188615176662481,0.03876507615569147,0.01209149810720108,-2.130750017892111e-07,3.407381709752266e-06,11.69923056724504,0.7215146553893247,-0.1732124689795158,0.001778279918417826
0.04579979370699805,975.909756849197,27.323608020686468,0.1647206413857003,0.001334921153620422,-0.6193762416144666,9.263238609209662,0.6193762416144666,2.361903537272039,-0.835322235825025,0.007751177817001749,-0.0001138335825729478,6.122259194048084,0.03141491236282536,0.03375561182963837,0.04222679525911519,0.0126301367336165,-7.891996668878884e-07,4.078937947169821e-06,11.60259614879134,0.6834288786419745,-0.1749006806010061,0.001907662512035638
0.0421147224416365,977.7620025301353,27.651331993876447,0.1900566042184865,0.001306795046113857,-0.5583350132673958,9.465196540661784,0.5583350132673958,2.2968004441451,-0.8099855976754369,0.007598753469284058,-0.0001097028566482823,6.16016599903714,0.03216570949268431,0.03554814199156767,0.04592107009211287,0.01312509384466423,-1.323075632029767e-06,4.673686235004665e-06,11.47636498340815,0.6406598517441652,-0.1774121982631445,0.002053338960046788
0.03858212973858088,979.5376071536479,28.014584705080537,0.2201806504351473,0.001275036334481666,-0.4964792028611751,9.637316152306134,0.4964792028611751,2.221255660254005,-0.7798595702768804,0.007419961889084124,-0.0001057612800656094,6.177525507710658,0.03273323621374659,0.03719423801066093,0.04983231005778803,0.01354792819327876,-1.73519905829949e-06,5.198592326711433e-06,11.3213144504,0.5939975241116109,-0.1804067472288528,0.002200938361689624
0.03520257792472925,981.2362880745717,28.41783090953764,0.2558529785109726,0.001240805551492809,-0.4347712013226809,9.76221891652698,0.4347712013226809,2.134645285810883,-0.7441841029473252,0.007211796951727493,-0.0001022879449758054,6.165817701830272,0.03307545444097583,0.03861095166347887,0.05393862608939316,0.01386078435028133,-2.156380378886198e-06,5.695389256953583e-06,11.13948715426178,0.5446806207874593,-0.1833860447525715,0.002331555675125727
0.03197660496554977,982.8577748926504,28.865545836279217,0.2978128384772418,0.001204190029486885,-0.3742680426248377,9.818643055267152,0.3742680426248377,2.03661175427157,-0.702219901739582,0.00696553789156258,-9.893061060528964e-05,6.114761426081779,0.0331474008365622,0.03970137249512602,0.05821174603342643,0.01401485892878551,-2.822430567902356e-06,6.166161931512541e-06,10.93438399408549,0.4944746699215237,-0.1857162700779521,0.002431150977710668
0.02890472437944613,984.4018094955769,29.361863715185557,0.3466677662620623,0.001164263002617378,-0.3160705271222394,9.781682295640127,0.3160705271222394,1.927154299039415,-0.653359586934259,0.006668839716072508,-9.511891752573656e-05,6.012453560900891,0.03290345906832128,0.04035507785525783,0.06262033356320866,0.01395017975235129,-3.951623478958027e-06,6.576248787821733e-06,10.71103908131909,0.4456849219290479,-0.1866846283228879,0.002491879834359661
0.02598742515601504,985.8681461000808,29.910051235095004,0.4027281643430741,0.001119737945235795,-0.2612577061124066,9.623873559208162,0.2612577061124066,1.806696516415277,-0.5972932521575787,0.006309455549025624,-9.039019538984662e-05,5.845913890867923,0.03230176466094957,0.04045085017278205,0.06714970494675973,0.01359774868463284,-5.8483198678113e-06,6.849179435689085e-06,10.47590249693394,0.4010419357342241,-0.1855872487362993,0.002508930725424779
0.02322517167820681,987.2565512910522,30.511796217709204,0.4657917134979692,0.001069337503364455,-0.2108128157974485,9.317637296018257,0.2108128157974485,1.676116159847726,-0.5342239525602901,0.005879526755573715,-8.439576298417441e-05,5.602283135831715,0.03130987722736532,0.03986403216914475,0.07185411748364091,0.01288575063932451,-8.901787939062634e-06,6.8849369994799e-06,10.23648023548429,0.3634100014209026,-0.1818358423976512,0.00248014029311747
0.02061840364840439,988.5668040586974,31.166351591418305,0.5349065803425352,0.001011942604832091,-0.1655501306539573,8.839578013909158,0.1655501306539573,1.536712976701804,-0.4651042352535447,0.005377586892554708,-7.696481421042757e-05,5.270920560632459,0.02991540759393326,0.03848125194873687,0.07694971490949017,0.01175188312240993,-1.328645521649894e-05,6.592150797348598e-06,10.00074996771909,0.3352905467858914,-0.1750602938701173,0.002406349699851963
0.01816753601842991,989.7986958337202,31.869655126109254,0.6081810451266445,0.000946838409601982,-0.1260540639316193,8.176776595183576,0.1260540639316193,1.390111103039724,-0.3918262162770171,0.004807976386748388,-6.816668504150213e-05,4.846470881077459,0.02814583277368969,0.03622430703767932,0.08293005133815526,0.01016270604669838,-1.921914344947975e-05,5.95379173689885e-06,9.77645342058496,0.3181602018538797,-0.1651785244538181,0.002290551309380743
0.01587295892349216,990.9520305205222,32.61364050914262,0.68274216837136,0.0008739281401566341,-0.09264004109074424,7.334266892693659,0.09264004109074424,1.238138814747843,-0.3172628018316245,0.004181443533611805,-5.828535876788953e-05,4.332522874266123,0.02609933391632336,0.033081615518872,0.090624030333171,0.008138078609504414,-2.714829190348361e-05,5.036339287302329e-06,9.570407761572644,0.3118004005160062,-0.1524101286147413,0.002137855748321478
0.01373503762008343,992.0266245284175,33.38601978863642,0.7549498706352553,0.0007938251941114236,-0.06534088636769456,6.341445106904191,0.06534088636769456,1.082767655972867,-0.2450537533521989,0.00351757342145015,-4.774192621699536e-05,3.744776824622376,0.02398323917024873,0.0291400595864693,0.1010553977519127,0.005773947637594619,-3.729937066742689e-05,3.952131683283323e-06,9.387966696741588,0.3138780913179104,-0.1372288768566062,0.001955554307187785
0.0117541124278373,993.0223068008579,34.170787835749394,0.8209146109648804,0.000707898073499603,-0.04391589555862374,5.253911000424518,0.04391589555862374,0.9261916246647504,-0.1790882186413036,0.002845247912608511,-3.709009826866273e-05,3.112009260323946,0.02214567910945419,0.02460403350258684,0.1149941563772336,0.00325200378247119,-4.936767669492108e-05,2.831397373227305e-06,9.23270440586166,0.320055316949194,-0.1202750249130354,0.001752558314299447
0.00993049867535567,993.9389188426612,34.94953174620996,0.8772424465044303,0.0006182648544445046,-0.02787698904629564,4.147501902649566,0.02787698904629564,0.7710571330773655,-0.1227598248995355,0.002199509505474391,-2.699097974912524e-05,2.473218012386614,0.02107440831909351,0.01978632201752337,0.1322970651778204,0.0008236524630010365,-6.252960643287347e-05,1.786847364070211e-06,9.106315938433374,0.3247681711842057,-0.1022669581532003,0.001538290961670777
0.008264486650013891,994.7763147452417,35.70334788620519,0.9217869437004962,0.0005276469308762926,-0.01652951120298829,3.104071223514604,0.01652951120298829,0.6207330155008626,-0.07821483604381692,0.001615549441743393,-1.813687011791827e-05,1.870666875109227,0.02133479648657012,0.01506174524794498,0.1514511543659302,-0.001237699060108584,-7.557380690594708e-05,8.944695115749897e-07,9.008678638147249,0.3225376955687509,-0.08394755092088452,0.001321582212175668
0.00675634155175231,995.5343612098354,36.41489369512896,0.9541123605972924,0.0004390525664768169,-0.00903071813499852,2.193157631519362,0.00903071813499852,0.4794078329768879,-0.04588895669236065,0.001121449482057648,-1.109125602666702e-05,1.340798091315625,0.02343788930445428,0.01079048313102325,0.1698429481617241,-0.002707264355964166,-8.705040584002161e-05,1.995392464838047e-07,8.938025893971473,0.3093944153667392,-0.0660712965245968,0.001109760635401728
0.005406303450860905,996.2129375687198,37.06999252137794,0.9754490881322356,0.0003553482852478343,-0.004469418489112214,1.4570842334039,0.004469418489112214,0.351805236401353,-0.02455182227930123,0.0007321220858053629,-6.092656956489166e-06,0.9066794441471828,0.0276725792077191,0.007237050880381259,0.184856248028783,-0.003476658977457444,-9.557975201150264e-05,-2.728988831591184e-07,8.891222955957652,0.283896233177088,-0.04940214891618339,0.0009083605241832626
0.004214587249764312,996.8119358044212,37.65836812376633,0.9881499097062564,0.0002788731493126003,-0.001961542459661333,0.9059297158415044,0.001961542459661333,0.2424564142826911,-0.01185067423976085,0.0004471677307772958,-2.973722092452065e-06,0.5751738362919284,0.03397967564179388,0.004519397662939881,0.1951375746990777,-0.003586060912882674,-0.0001004480822574044,-5.215908724234188e-07,8.864153141367124,0.2473852409480713,-0.03467711593151798,0.0007215802682374138
0.00318138264881318,997.3312605669098,38.17345037724436,0.9949073356836526,0.0002112505123988694,-0.000743125749602573,0.523218330806548,0.000743125749602573,0.1547037935677823,-0.005093007109699298,0.000253689386749919,-1.276429883966538e-06,0.3393326250619664,0.04194061764191206,0.002609589133053287,0.2010606817296652,-0.003201473443630992,-0.000102011423667319,-5.812170638384693e-07,8.85219401091229,0.203465501675488,-0.02251170321469572,0.0005529115938855394
0.002306854116087109,997.7708291887775,38.611553041183015,0.9980851679641763,0.0001534354632134712,-0.0002348882706635046,0.2773931127266185,0.0002348882706635046,0.08979300915621496,-0.001915013499256779,0.000132182429844879,-4.753900506095849e-07,0.1837105050767485,0.05087778440800803,0.001378710657315366,0.2040971968583461,-0.002547812015978175,-0.0001014145724578032,-5.16171979902328e-07,8.850710907639408,0.1569778560751242,-0.01326830983106058,0.0004054342571952907
0.001591140861214257,998.1305716983971,38.97086941403187,0.9993843583417834,0.0001059053442094057,-5.945476970882524e-05,0.1327342254074451,5.945476970882524e-05,0.04642187065341547,-0.0006157279749632397,6.22392436872896e-05,-1.506804692347581e-07,0.08960777541528471,0.05998277640589917,0.0006564046007827447,0.2057708897303468,-0.001833984701137062,-9.987320927884084e-05,-3.947155102567189e-07,8.855469462215204,0.1128593722384828,-0.006947397189597558,0.0002817891998807484
0.001034356813211845,998.4104308310608,39.25062825099836,0.9998344390896264,6.886379433384872e-05,-1.159816695891649e-05,0.05634817308117673,1.159816695891649e-05,0.02095979656091666,-0.0001655976005565719,2.605487052611275e-05,-3.9877767563484714e-08,0.03865978390452615,0.06839679324534456,0.0002772319189799872,0.2070122733608236,-0.001205860683644628,-9.821236003660352e-05,-2.684563520976973e-07,8.862898287188736,0.0752290516955789,-0.003167416396265347,0.0001840311900996265
0.0006252204245906778,998.61607708704,39.456255988298636,0.9999641065884284,4.162836825125636e-05,-1.653189235771074e-06,0.0206635875275919,1.653189235771074e-06,0.008046982410968961,-3.590634899278287e-05,9.44787166657904e-06,-8.514043163730567e-09,0.01435611156389832,0.07546365230995757,0.0001012260257129455,0.2081351838187982,-0.0007255663739814887,-9.681659853960238e-05,-1.644571740207641e-07,8.870435442502522,0.04609595960207295,-0.001224408446221361,0.0001115102612194069
0.0003410564671805227,998.7589078289415,39.599084172887395,0.9999942559445332,2.270871313019971e-05,-1.532470470420381e-07,0.006166381918720076,1.532470470420381e-07,0.002479583566627157,-5.747513000768352e-06,2.795962762486705e-06,-1.345091969175507e-09,0.004323059366197137,0.08088839643198237,3.011047968111635e-05,0.209125338079395,-0.000391869570708917,-9.578375196481365e-05,-8.959631845612836e-08,8.876707710362158,0.02531357871566502,-0.0003790001100500082,6.089773393043233e-05
0.0001591698193881275,998.8503304185018,39.69050652873429,0.9999994222639008,1.059813215330183e-05,-7.486311608833205e-09,0.001345734531100804,7.486311608833205e-09,0.0005523736506021862,-5.787380884771549e-07,6.067833347990367e-07,-1.341554852332043e-10,0.0009490578340072992,0.0846092096003919,6.5572523269895e-06,0.2098832670698418,-0.0001811633189148579,-9.510143539429982e-05,-4.1571565450762096e-08,8.881170212576116,0.011847285807726,-8.466524129698164e-05,2.843451727946603e-05
5.684907886405188e-05,998.9017604007352,39.7419364996293,0.9999999739874992,3.785231796390774e-06,-1.238373006414816e-10,0.0001718666478473656,1.238373006414816e-10,7.136343387726715e-05,-2.6222842874403853e-08,7.724516971295342e-08,-6.044811400433585e-12,0.0001216151027809667,0.0867878074673366,8.364305146991029e-07,0.210356789695074,-6.42877960818615e-05,-9.471356899425312e-05,-1.4769707124097581e-08,8.883834787417934,0.004235389997033443,-1.095522723782507e-05,1.015787971695693e-05
